"Name","Location","Type","Namespace"
"calcState1","806e3034","Function","GeoObj::ObjVolcanoBall"
"enterState2","806e327c","Function","GeoObj::ObjVolcanoBall"
"calcState2","806e3324","Function","GeoObj::ObjVolcanoBall"
"__ct","806e3458","Function","GeoObj::ObjVolcanoBallLauncher"
"__dt","806e384c","Function","GeoObj::ObjVolcanoBallLauncher"
"Setup","806e388c","Function","GeoObj::ObjVolcanoBallLauncher"
"Update","806e3920","Function","GeoObj::ObjVolcanoBallLauncher"
"InitRenderGroups","806e3a64","Function","GeoObj::ObjVolcanoBallLauncher"
"LoadCollision","806e3a68","Function","GeoObj::ObjVolcanoBallLauncher"
"LoadRoute","806e3a6c","Function","GeoObj::ObjVolcanoBallLauncher"
"LoadGraphics","806e3a70","Function","GeoObj::ObjVolcanoBallLauncher"
"LoadFlags","806e3a74","Function","GeoObj::ObjVolcanoBallLauncher"
"LoadFlags","806e3a7c","Function","GeoObj::ObjVolcanoBall"
"__timerDt","806e3a84","Function","GeoObj::ObjVolcanoBall"
"__ct","806e3a8c","Function","GeoObj::ObjVolSmk"
"Setup","806e3b8c","Function","GeoObj::ObjVolSmk"
"Update","806e3bc8","Function","GeoObj::ObjVolSmk"
"__dt","806e3de0","Function","GeoObj::ObjVolSmk"
"Setup","806e3e20","Function","GeoObj::ObjWanwanPile"
"Calc","806e3edc","Function","GeoObj::ObjWanwanPile"
"FUN_806e3eec","806e3eec","Function","Global"
"FUN_806e3ef0","806e3ef0","Function","Global"
"LoadCollision","806e41a4","Function","GeoObj::ObjWanwanChn"
"Calc","806e4208","Function","GeoObj::ObjWanwanChn"
"OnCollision","806e4218","Function","GeoObj::ObjWanwanChn"
"UpdateCollision","806e4220","Function","GeoObj::ObjWanwanChn"
"__ct","806e4224","Function","GeoObj::ObjWanwan"
"ObjWanwan_construct","806e4224","Function","Global"
"Setup","806e4a64","Function","GeoObj::ObjWanwanChn"
"FUN_806e4a88","806e4a88","Function","Global"
"__dt","806e4aec","Function","GeoObj::ObjWanwan"
"DrawDebug","806e4b98","Function","GeoObj::ObjWanwan"
"Setup","806e4b9c","Function","GeoObj::ObjWanwan"
"Update","806e4f2c","Function","GeoObj::ObjWanwan"
"OnCollision","806e526c","Function","GeoObj::ObjWanwan"
"OnItemCollision","806e546c","Function","GeoObj::ObjWanwan"
"FUN_806e56c4","806e56c4","Function","GeoObj::ObjWanwan"
"FUN_806e59bc","806e59bc","Function","Global"
"checkCollision","806e5a8c","Function","GeoObj::ObjWanwan"
"FUN_806e5d70","806e5d70","Function","Global"
"FUN_806e5edc","806e5edc","Function","GeoObj::ObjWanwan"
"enterState0","806e6208","Function","GeoObj::ObjWanwan"
"calcState0","806e63a4","Function","GeoObj::ObjWanwan"
"enterState1","806e6730","Function","GeoObj::ObjWanwan"
"calcState1","806e6838","Function","GeoObj::ObjWanwan"
"enterState2","806e6b58","Function","GeoObj::ObjWanwan"
"calcState2","806e6b7c","Function","GeoObj::ObjWanwan"
"enterState3","806e6c54","Function","GeoObj::ObjWanwan"
"calcState3","806e6c98","Function","GeoObj::ObjWanwan"
"enterState4","806e6dd4","Function","GeoObj::ObjWanwan"
"calcState4","806e6dd8","Function","GeoObj::ObjWanwan"
"enterState5","806e6eb0","Function","GeoObj::ObjWanwan"
"calcState5","806e6f6c","Function","GeoObj::ObjWanwan"
"enterState6","806e73c4","Function","GeoObj::ObjWanwan"
"calcState6","806e7494","Function","GeoObj::ObjWanwan"
"FUN_806e7594","806e7594","Function","Global"
"FUN_806e7638","806e7638","Function","GeoObj::ObjWanwan"
"FUN_806e78b0","806e78b0","Function","Global"
"FUN_806e794c","806e794c","Function","Global"
"FUN_806e79e4","806e79e4","Function","GeoObj::ObjWanwan"
"calcChain","806e7ba4","Function","GeoObj::ObjWanwan"
"FUN_806e7e38","806e7e38","Function","Global"
"FUN_806e7edc","806e7edc","Function","Global"
"FUN_806e7f64","806e7f64","Function","Global"
"FUN_806e8014","806e8014","Function","GeoObj::ObjWanwan"
"FUN_806e8340","806e8340","Function","Global"
"FUN_806e8488","806e8488","Function","Global"
"FUN_806e8520","806e8520","Function","Global"
"FUN_806e87c8","806e87c8","Function","GeoObj::ObjWanwan"
"FUN_806e896c","806e896c","Function","GeoObj::ObjWanwan"
"FUN_806e8a60","806e8a60","Function","Global"
"FUN_806e8f4c","806e8f4c","Function","Global"
"calcLurch","806e9084","Function","GeoObj::ObjWanwan"
"FUN_806e9464","806e9464","Function","GeoObj::ObjWanwan"
"LoadAnims","806e9468","Function","GeoObj::ObjWanwan"
"FUN_806e94b4","806e94b4","Function","GeoObj::ObjWanwan"
"LoadFlags","806e94bc","Function","GeoObj::ObjWanwan"
"CalcCollisionRadius","806e94c4","Function","GeoObj::ObjWanwanChn"
"GetName","806e94dc","Function","GeoObj::ObjWanwanChn"
"GetModelName","806e94e8","Function","GeoObj::ObjWanwanChn"
"LoadFlags","806e94f4","Function","GeoObj::ObjWanwanChn"
"__dt","806e94fc","Function","GeoObj::ObjWanwanChn"
"GetName","806e953c","Function","GeoObj::ObjWanwanPile"
"GetModelName","806e9548","Function","GeoObj::ObjWanwanPile"
"GetResourcesNames","806e9554","Function","GeoObj::ObjWanwanPile"
"LoadFlags","806e9560","Function","GeoObj::ObjWanwanPile"
"__dt","806e9568","Function","GeoObj::ObjPile"
"__timerDt","806e95a8","Function","GeoObj::ObjWanwan"
"__ct","806e95b0","Function","GeoObj::ObjWanwanSubB0"
"FUN_806e96c0","806e96c0","Function","Global"
"Setup","806e9724","Function","GeoObj::ObjWanwanSubB0"
"Calc","806e9a78","Function","GeoObj::ObjWanwanSubB0"
"OnCollision","806e9cac","Function","GeoObj::ObjWanwanSubB0"
"OnItemCollision","806e9d6c","Function","GeoObj::ObjWanwanSubB0"
"enterState0","806e9e04","Function","GeoObj::ObjWanwanSubB0"
"calcState0","806e9e10","Function","GeoObj::ObjWanwanSubB0"
"enterState1","806e9fe0","Function","GeoObj::ObjWanwanSubB0"
"calcState1","806e9fe4","Function","GeoObj::ObjWanwanSubB0"
"enterState2","806ea288","Function","GeoObj::ObjWanwanSubB0"
"calcState2","806ea2fc","Function","GeoObj::ObjWanwanSubB0"
"FUN_806ea6c4","806ea6c4","Function","Global"
"checkFloorCollision","806ea784","Function","GeoObj::ObjWanwanSubB0"
"FUN_806eaae8","806eaae8","Function","GeoObj::ObjWanwanSubB0"
"Interpolate","806eac4c","Function","Global"
"FUN_806eacd4","806eacd4","Function","GeoObj::ObjWanwanSubB0"
"FUN_806eb0a8","806eb0a8","Function","Global"
"FUN_806eb184","806eb184","Function","GeoObj::ObjWanwanSubB0"
"FUN_806eb460","806eb460","Function","Global"
"FUN_806eb650","806eb650","Function","Global"
"FUN_806eb86c","806eb86c","Function","GeoObj::ObjWanwanSubB0"
"FUN_806ebd58","806ebd58","Function","Global"
"UpdateShadow","806ebe90","Function","GeoObj::ObjWanwanSubB0"
"FUN_806ebf8c","806ebf8c","Function","Global"
"FUN_806ec030","806ec030","Function","Global"
"FUN_806ec0f0","806ec0f0","Function","Global"
"FUN_806ec280","806ec280","Function","Global"
"FUN_806ec2fc","806ec2fc","Function","Global"
"FUN_806ec44c","806ec44c","Function","Global"
"FUN_806ec520","806ec520","Function","Global"
"FUN_806ec5e8","806ec5e8","Function","Global"
"__dt","806ec6e0","Function","GeoObj::ObjWanwanSubB0"
"FUN_806ec74c","806ec74c","Function","GeoObj::ObjWanwanSubB0"
"LoadAnims","806ec750","Function","GeoObj::ObjWanwanSubB0"
"FUN_806ec7a0","806ec7a0","Function","GeoObj::ObjWanwanSubB0"
"LoadRoute","806ec7a8","Function","GeoObj::ObjWanwanSubB0"
"GetModelName","806ec7ac","Function","GeoObj::ObjWanwanSubB0"
"LoadFlags","806ec7b8","Function","GeoObj::ObjWanwanSubB0"
"__timerDt","806ec7c0","Function","GeoObj::ObjWanwanSubB0"
"CursorEffectMgr_ct","806ec7c8","Function","Global"
"CursorEffectMgr_dt","806ec914","Function","Global"
"__ct","806ec9a4","Function","Field::Rail"
"POTIPoint_ct","806ecafc","Function","Global"
"POTIPoint_dt","806ecb00","Function","Global"
"__ct","806ecb40","Function","Field::Rail"
"__dt","806ecc40","Function","Field::Rail"
"checkSphereFull","806eccc0","Function","Field::Rail"
"checkSpherePartialPush","806ece5c","Function","Field::Rail"
"setPoints","806ecf88","Function","Field::Rail"
"addPoint","806ed110","Function","Field::Rail"
"getPoint","806ed150","Function","Field::Rail"
"__ct","806ed160","Function","Route::RouteInterpolation"
"switchDirectionMaybe","806ed204","Function","Route::RouteInterpolation"
"getFloorNrm","806ed24c","Function","Route::RouteInterpolation"
"getBlight","806ed2b4","Function","Route::RouteInterpolation"
"getRailLength","806ed30c","Function","Route::RouteInterpolation"
"setVelocities","806ed34c","Function","Route::RouteInterpolation"
"updateVel","806ed3e4","Function","Route::RouteInterpolation"
"FUN_806ed428","806ed428","Function","Route::RouteInterpolation"
"__dt","806ed53c","Function","Route::RouteInterpolation"
"__ct","806ed57c","Function","Field::RailSpline"
"__ct","806ed6c0","Function","Field::RailSplineTransition"
"__dt","806ed6c4","Function","Field::RailSplineTransition"
"__ct","806ed704","Function","Field::RailSpline"
"__dt","806ed828","Function","Field::RailSpline"
"onPointsChanged","806ed8bc","Function","Field::RailSpline"
"onPointAdded","806ed960","Function","Field::RailSpline"
"invalidateTransitions","806eda04","Function","Field::RailSpline"
"calcCubicBezierControlPoints","806ee27c","Function","Field::RailSpline"
"calcCubicBezierP1","806ee408","Function","Field::RailSpline"
"calcCubicBezierP2","806ee4b8","Function","Field::RailSpline"
"estimateLength","806ee56c","Function","Field::RailSpline"
"cubicBezier","806ee72c","Function","Field::RailSpline"
"__ct","806ee830","Function","Route::RouteSmoothInterpolation"
"init","806ee924","Function","Route::RouteSmoothInterpolation"
"updateRail","806eead8","Function","Route::RouteSmoothInterpolation"
"setCurrLength","806eeb94","Function","Route::RouteSmoothInterpolation"
"calc","806eebec","Function","Route::RouteSmoothInterpolation"
"evalCubicBezier","806eeebc","Function","Route::RouteSmoothInterpolation"
"pathLocation","806eefa0","Function","Route::RouteSmoothInterpolation"
"getCurrSegmentLength","806ef09c","Function","Route::RouteSmoothInterpolation"
"FUN_806ef0d8","806ef0d8","Function","Route::RouteSmoothInterpolation"
"calculateT","806ef0f8","Function","Route::RouteSmoothInterpolation"
"calcCubicBezier","806ef224","Function","Route::RouteSmoothInterpolation"
"calcCubicBezierPos","806ef350","Function","Route::RouteSmoothInterpolation"
"calculateCubicBezierTangentDir","806ef454","Function","Route::RouteSmoothInterpolation"
"FUN_806ef648","806ef648","Function","Global"
"nextSegment","806ef664","Function","Route::RouteSmoothInterpolation"
"FUN_806ef800","806ef800","Function","Global"
"FUN_806ef804","806ef804","Function","Global"
"FUN_806ef870","806ef870","Function","Route::RouteSmoothInterpolation"
"getVelocity","806ef93c","Function","Route::RouteSmoothInterpolation"
"__dt","806ef944","Function","Route::RouteSmoothInterpolation"
"getPathPercentages","806ef984","Function","Field::RailSpline"
"getEstimatorStep","806ef98c","Function","Field::RailSpline"
"getEstimatorSampleCount","806ef994","Function","Field::RailSpline"
"getSplineTransitions","806ef99c","Function","Field::RailSpline"
"getLinearTransitions","806ef9a4","Function","Field::RailSpline"
"getPathLength","806ef9ac","Function","Field::RailSpline"
"__ct","806ef9b4","Function","Field::RailLine"
"__ct","806efbf0","Function","Field::RailLineTransition"
"__dt","806efbf4","Function","Field::RailLineTransition"
"__ct","806efc34","Function","Field::RailLine"
"__dt","806efd6c","Function","Field::RailLine"
"__ct","806efdc4","Function","Route::RouteLinearInterpolation"
"updateRail","806efe50","Function","Route::RouteLinearInterpolation"
"init","806efeac","Function","Route::RouteLinearInterpolation"
"setCurrVel","806efff4","Function","Route::RouteLinearInterpolation"
"calc","806f0050","Function","Route::RouteLinearInterpolation"
"evalCubicBezier","806f02ec","Function","Route::RouteLinearInterpolation"
"pathLocation","806f041c","Function","Route::RouteLinearInterpolation"
"getCurrSegmentLength","806f050c","Function","Route::RouteLinearInterpolation"
"lerp","806f0540","Function","Route::RouteLinearInterpolation"
"FUN_806f05f4","806f05f4","Function","Global"
"nextSegment","806f0610","Function","Route::RouteLinearInterpolation"
"shouldChangeDirection","806f0814","Function","Route::RouteLinearInterpolation"
"calcDirectionChange","806f0880","Function","Route::RouteLinearInterpolation"
"getCurrSegmentPathLength","806f0900","Function","Route::RouteLinearInterpolation"
"getCurrVel","806f0944","Function","Route::RouteLinearInterpolation"
"__dt","806f094c","Function","Route::RouteLinearInterpolation"
"onPointAdded","806f098c","Function","Field::RailLine"
"onPointsChanged","806f0990","Function","Field::RailLine"
"getPathPercentages","806f0994","Function","Field::RailLine"
"getEstimatorStep","806f099c","Function","Field::RailLine"
"getEstimatorSampleCount","806f09a8","Function","Field::RailLine"
"getSplineTransitions","806f09b0","Function","Field::RailLine"
"getLinearTransitions","806f09b8","Function","Field::RailLine"
"getPathLength","806f09c0","Function","Field::RailLine"
"CreateInstance","806f09c8","Function","Route::RouteManager"
"DestroyInstance","806f0a4c","Function","Route::RouteManager"
"__dt","806f0a98","Function","Route::RouteManager"
"CreatePaths","806f0ad8","Function","Route::RouteManager"
"addRail","806f0e58","Function","Route::RouteManager"
"setPoints","806f0fc8","Function","Route::RouteManager"
"addPoint","806f1064","Function","Route::RouteManager"
"GetRail","806f10fc","Function","Route::RouteManager"
"getInterpolator","806f110c","Function","Route::RouteManager"
"FUN_806f1158","806f1158","Function","Route::RouteManager"
"__ct","806f1194","Function","GeoObj::ObjHanachanChainLink"
"__ct","806f1224","Function","GeoObj::ObjHanachanChainLink"
"__ct","806f12b4","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f133c","806f133c","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f13fc","806f13fc","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f14bc","806f14bc","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1568","806f1568","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f162c","806f162c","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f16ec","806f16ec","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1878","806f1878","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1998","806f1998","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f19f8","806f19f8","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1a54","806f1a54","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1c58","806f1c58","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1db8","806f1db8","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f1f14","806f1f14","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f2074","806f2074","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f220c","806f220c","Function","Global"
"FUN_806f22c8","806f22c8","Function","Global"
"FUN_806f2380","806f2380","Function","Global"
"FUN_806f2490","806f2490","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f2730","806f2730","Function","Global"
"FUN_806f2944","806f2944","Function","Global"
"FUN_806f2978","806f2978","Function","Global"
"FUN_806f2a38","806f2a38","Function","GeoObj::ObjHanachanChainLink"
"FUN_806f2dac","806f2dac","Function","Global"
"FUN_806f2e34","806f2e34","Function","Global"
"__ct","806f2fe8","Function","GeoObj::ObjHanachanChainManager"
"__dt","806f31f4","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3284","806f3284","Function","GeoObj::ObjHanachanChainManager"
"Setup","806f3370","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3450","806f3450","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3ab4","806f3ab4","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3ce8","806f3ce8","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3d78","806f3d78","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f3f2c","806f3f2c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f402c","806f402c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f40f8","806f40f8","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4160","806f4160","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4384","806f4384","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f43e8","806f43e8","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f442c","806f442c","Function","GeoObj::ObjHanachanChainManager"
"setVel","806f451c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4560","806f4560","Function","GeoObj::ObjHanachanChainManager"
"addSpringForce","806f45a4","Function","GeoObj::ObjHanachanChainManager"
"setLinkLen","806f4600","Function","GeoObj::ObjHanachanChainManager"
"setGravity","806f4630","Function","GeoObj::ObjHanachanChainManager"
"setGravity","806f46a8","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f46ec","806f46ec","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f471c","806f471c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4780","806f4780","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f47b0","806f47b0","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f47d4","806f47d4","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f47f8","806f47f8","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f481c","806f481c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4840","806f4840","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4864","806f4864","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4888","806f4888","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f48ac","806f48ac","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f48d0","806f48d0","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f490c","806f490c","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f49bc","806f49bc","Function","GeoObj::ObjHanachanChainManager"
"FUN_806f4de8","806f4de8","Function","GeoObj::ObjHanachanChainManager"
