"Name","Location","Type","Namespace"
"calc","80000000","Data Label","Global"
"ConsoleBusSpeed","800000f8","Data Label","Global"
"CheatHandler","800018a8","Data Label","Global"
"interrupt_system_reset","80004100","Instruction Label","Global"
"FUN_80004200","80004200","Function","Global"
"FUN_80004800","80004800","Function","Global"
"memcpy","80005f34","Function","Global"
"__fill_mem","80005f84","Function","Global"
"memset","80006038","Function","Global"
"__check_pad3","80006068","Function","Global"
"__set_debug_bba","80006090","Function","Global"
"__get_debug_bba","8000609c","Function","Global"
"__start","800060a4","Function","Global"
"__init_registers","80006210","Function","Global"
"init_registers","80006210","Function","Global"
"__init_data","800062a0","Function","Global"
"__init_hardware","80006348","Function","Global"
"__flush_cache","8000636c","Function","Global"
"StrapScene_construct","800072c0","Function","Global"
"RKScene_destroy","800073f0","Function","Global"
"StrapScene_destroy","80007448","Function","Global"
"StrapScene_linkModule","800074a4","Function","Global"
"StrapScene_enter","800074d8","Function","Global"
"StrapScene_getUserInput","800077c8","Function","Global"
"StrapScene_calc","800079d0","Function","Global"
"ColorFader_getStatus","80007bc0","Function","Global"
"StrapScene_draw","80007bc8","Function","Global"
"StrapScene_exit","80007f2c","Function","Global"
"Scene_outgoing_childCreate","80007f34","Function","Global"
"outgoing_childCreate__Q23EGG5SceneFv","80007f34","Function","Global"
"Scene_incoming_childDestroy","80007f38","Function","Global"
"incoming_childDestroy__Q23EGG5SceneFv","80007f38","Function","Global"
"Scene_reinit","80007f3c","Function","Global"
"reinit__Q23EGG5SceneFv","80007f3c","Function","Global"
"Scene_exit","80007f40","Function","Global"
"exit__Q23EGG5SceneFv","80007f40","Function","Global"
"Scene_enter","80007f44","Function","Global"
"enter__Q23EGG5SceneFv","80007f44","Function","Global"
"Scene_draw","80007f48","Function","Global"
"draw__Q23EGG5SceneFv","80007f48","Function","Global"
"Scene_calc","80007f4c","Function","Global"
"calc__Q23EGG5SceneFv","80007f4c","Function","Global"
"Resource_getResourcePath","80007f50","Function","Global"
"GetResourcePath__Q26System8ResourceFQ26System15eSystemResource","80007f50","Function","Global"
"GetResourceID__Q26System8ResourceFQ26System15eSystemResource","80007f64","Function","Global"
"DiscError","80007f7c","Function","DiscError"
"__dt","80007fac","Function","DiscError"
"setMessage","80008004","Function","DiscError"
"RFWrap_DoesNothing","800080f4","Function","Global"
"printError","800080f8","Function","DiscError"
"__dt","80008bd0","Function","Color"
"create","80008c10","Function","DiscCheckThread"
"__dt","80008cb0","Function","DiscCheckThread"
"run((void))","80008d18","Function","DiscCheckThread"
"halt((void))","80008e20","Function","DiscCheckThread"
"printError","80008e74","Function","DiscCheckThread"
"onExit__Q23EGG6ThreadFv","80008e7c","Function","Global"
"onEnter__Q23EGG6ThreadFv","80008e80","Function","Global"
"getStaticInstance","80008e84","Function","RKSystem"
"WPADAllocate","80008e90","Function","RKSystem"
"WPADFree","80008eb0","Function","RKSystem"
"main","80008ef0","Function","RKSystem"
"main","80008ef0","Function","Global"
"getSysHeap","80008fac","Function","RKSystem"
"initialize","80008fb4","Function","BaseSystem"
"initRenderMode","80009190","Function","BaseSystem"
"initialize","80009194","Function","RKSystem"
"run","8000951c","Function","RKSystem"
"getDisplay","80009818","Function","BaseSystem"
"onBeginFrame)","80009820","Function","BaseSystem"
"onEndFrame","80009824","Function","BaseSystem"
"getSceneManager","80009828","Function","BaseSystem"
"getPerformanceView","80009830","Function","BaseSystem"
"RkSceneManager_changeSceneWithCreator","80009844","Function","Global"
"RKSceneManager_calcCurrentFader","8000984c","Function","Global"
"RkSceneManager_calc","80009984","Thunk Function","Global"
"RkSceneManager_draw","80009988","Thunk Function","Global"
"RKSceneMgr__doDrawFader","8000998c","Function","Global"
"RKSceneMgr__doCalcFader","8000999c","Function","Global"
"getVideo","800099ac","Function","BaseSystem"
"getSysHeap","800099b4","Function","BaseSystem"
"getXfbManager","800099bc","Function","BaseSystem"
"getAudioManager","800099c4","Function","BaseSystem"
"__sinit__RKSystem_cpp","800099cc","Function","Global"
"__dt__Q23EGG8Vector3fFv","80009b40","Function","Global"
"__dt__Q23EGG8Vector2fFv","80009b80","Function","Global"
"HeapCollection_setGroupIdAll","80009bc0","Function","Global"
"HeapCollection_CalculateGroupSizeRecords","80009c24","Function","Global"
"ParameterFile((void))","80009c8c","Function","System::ParameterFile"
"__dt","80009ce0","Function","System::ParameterFile"
"ParamFile_append","80009d6c","Function","Global"
"read((EGG::Heap_*\,char_*))","80009ddc","Function","System::ParameterFile"
"__dt","80009ef8","Function","EGG::RamStream"
"Mayoshi_vt0x18Nullsub","80009f50","Function","Global"
"Mayoshi_vt0x14Nullsub","80009f54","Function","Global"
"Mayoshi_vt0x10Nullsub","80009f58","Function","Global"
"ModuleSlots_destroy","80009f5c","Function","Global"
"create","80009ff0","Function","System::ModuleLinker"
"8000A06C((EGG::Heap_*))","8000a06c","Function","System::ModuleLinker"
"8000A070((int))","8000a070","Function","System::ModuleLinker"
"__dt","8000a074","Function","System::ModuleLinker"
"ModuleLinker_linkModule","8000a188","Function","Global"
"ModuleLinker_callModule","8000a3f8","Function","Global"
"ModuleLinker_dumpModuleInfo","8000a440","Function","Global"
"create","8000a550","Function","SceneCreatorStatic"
"destroy","8000a5a8","Function","SceneCreatorStatic"
"SystemManager_createInstance","8000a5d0","Function","Global"
"SystemManager_destroy","8000a624","Function","Global"
"SystemManager_construct","8000a688","Function","Global"
"SystemManager_NDEVArgParse","8000a8f0","Function","Global"
"SystemManager_loadSymbols","8000ab88","Function","Global"
"SystemManager_init","8000ac50","Function","Global"
"GetCountry","8000af78","Function","Global"
"GetLatitude","8000afec","Function","Global"
"GetLongitude","8000b0a0","Function","Global"
"SystemManager_shutdownSystem","8000b154","Function","Global"
"SystemManager_returnToMenu","8000b188","Function","Global"
"SystemManager_restart","8000b1bc","Function","Global"
"powerCallback((void))","8000b1f4","Function","System::@unnamed@SystemManager_cpp@"
"resetCallback((void))","8000b210","Function","System::@unnamed@SystemManager_cpp@"
"setSystemPowerCallbacks((void))","8000b22c","Function","System::SystemManager"
"handlePowerState((void))","8000b26c","Function","System::SystemManager"
"SystemManager_getRegionCode","8000b2d8","Function","Global"
"sanitizeGameIDRegion((ulong))","8000b2e0","Function","System::SystemManager"
"SystemManager_ripFromDiscAsync","8000b308","Function","Global"
"SystemManager_ripFromDisc","8000b370","Function","Global"
"processRipRequest((void))","8000b53c","Function","System::SystemManager"
"SystemManager_ripFromDisc","8000b5c8","Function","Global"
"SystemManager_ripFromDisc","8000b5f0","Function","Global"
"SystemManager_isPal50","8000b610","Function","Global"
"SystemManager_stopAllControllerMotors","8000b654","Function","Global"
"main","8000b6b0","Thunk Function","RKSystem"
"__DBMtrHandler","8000b6b4","Function","Global"
"__DBIntrHandler","8000b6d8","Function","Global"
"DBInitComm","8000b6fc","Function","RVL"
"DBInitInterrupts","8000b758","Function","RVL"
"DBQueryData","8000b7ac","Function","RVL"
"DBRead","8000b850","Function","RVL"
"DBWrite","8000b8d0","Function","RVL"
"DBOpen","8000b9e0","Function","RVL"
"DBClose","8000b9e4","Function","RVL"
"__EXI2Imm","8000b9e8","Function","Global"
"__DBEXIInit","8000bcd0","Function","Global"
"__DBEXIReadReg","8000bd8c","Function","Global"
"__DBEXIWriteReg","8000beb0","Function","Global"
"__DBEXIReadRam","8000bfb4","Function","Global"
"__DBEXIWriteRam","8000c094","Function","Global"
"_ftell","8000c174","Function","Global"
"ftell","8000c21c","Thunk Function","Global"
"_fseek","8000c220","Function","Global"
"fseek","8000c3e4","Thunk Function","Global"
"rewind","8000c3e8","Function","Global"
"atexit","8000c430","Thunk Function","Global"
"Block_link","8000c434","Function","Global"
"SubBlock_merge_next","8000c584","Function","Global"
"deallocate_from_fixed_pools","8000c62c","Function","Global"
"free","8000c818","Function","Global"
"__close_all","8000c948","Function","Global"
"__flush_line_buffered_output_files","8000c9ec","Function","Global"
"__flush_all","8000ca70","Function","Global"
"__ull2dec","8000cadc","Function","Global"
"__timesdec","8000cbb8","Function","Global"
"__str2dec","8000ce40","Function","Global"
"__two_exp","8000cf2c","Function","Global"
"switchD","8000cf68","Instruction Label","switchD_8000cf68"
"caseD_ffffffc0","8000cf6c","Instruction Label","switchD_8000cf68"
"caseD_ffffffcb","8000cf80","Instruction Label","switchD_8000cf68"
"caseD_ffffffe0","8000cf98","Instruction Label","switchD_8000cf68"
"caseD_fffffff0","8000cfb0","Instruction Label","switchD_8000cf68"
"caseD_fffffff8","8000cfc8","Instruction Label","switchD_8000cf68"
"caseD_fffffff9","8000cfe0","Instruction Label","switchD_8000cf68"
"caseD_fffffffa","8000cff8","Instruction Label","switchD_8000cf68"
"caseD_fffffffb","8000d010","Instruction Label","switchD_8000cf68"
"caseD_fffffffc","8000d028","Instruction Label","switchD_8000cf68"
"caseD_fffffffd","8000d040","Instruction Label","switchD_8000cf68"
"caseD_fffffffe","8000d058","Instruction Label","switchD_8000cf68"
"caseD_ffffffff","8000d070","Instruction Label","switchD_8000cf68"
"caseD_0","8000d088","Instruction Label","switchD_8000cf68"
"caseD_1","8000d0a0","Instruction Label","switchD_8000cf68"
"caseD_2","8000d0b8","Instruction Label","switchD_8000cf68"
"caseD_3","8000d0d0","Instruction Label","switchD_8000cf68"
"caseD_4","8000d0e8","Instruction Label","switchD_8000cf68"
"caseD_5","8000d100","Instruction Label","switchD_8000cf68"
"caseD_6","8000d118","Instruction Label","switchD_8000cf68"
"caseD_7","8000d130","Instruction Label","switchD_8000cf68"
"caseD_8","8000d148","Instruction Label","switchD_8000cf68"
"caseD_ffffffc1","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc2","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc3","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc4","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc5","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc6","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc7","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc8","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffc9","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffca","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffcc","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffcd","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffce","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffcf","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd0","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd1","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd2","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd3","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd4","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd5","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd6","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd7","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd8","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffd9","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffda","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffdb","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffdc","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffdd","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffde","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffdf","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe1","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe2","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe3","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe4","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe5","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe6","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe7","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe8","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffe9","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffea","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffeb","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffec","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffed","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffee","8000d160","Instruction Label","switchD_8000cf68"
"caseD_ffffffef","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff1","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff2","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff3","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff4","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff5","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff6","8000d160","Instruction Label","switchD_8000cf68"
"caseD_fffffff7","8000d160","Instruction Label","switchD_8000cf68"
"__equals_dec","8000d298","Function","Global"
"__less_dec","8000d37c","Function","Global"
"__minus_dec","8000d47c","Function","Global"
"__num2dec_internal","8000d998","Function","Global"
"__num2dec","8000dafc","Function","Global"
"__dec2num","8000dc9c","Function","Global"
"__prep_buffer","8000e434","Function","Global"
"__load_buffer","8000e45c","Function","Global"
"__flush_buffer","8000e558","Function","Global"
"fread","8000e610","Thunk Function","Global"
"__fread","8000e614","Function","Global"
"fwrite","8000e614","Function","Global"
"__fwrite","8000e954","Function","Global"
"fclose","8000ec5c","Function","Global"
"fflush","8000ed18","Function","Global"
"__msl_strnicmp","8000ee4c","Function","Global"
"__fpclassifyf","8000ef04","Function","Global"
"__signbitd","8000ef64","Function","Global"
"__fpclassifyd","8000ef7c","Function","Global"
"mbtowc","8000eff8","Function","Global"
"__mbtowc_noconv","8000f010","Function","Global"
"__wctomb_noconv","8000f05c","Function","Global"
"mbstowcs","8000f078","Function","Global"
"wcstombs","8000f138","Function","Global"
"memmove","8000f1f0","Function","Global"
"memchr","8000f2bc","Function","Global"
"__memrchr","8000f2e8","Function","Global"
"memcmp","8000f314","Function","Global"
"__copy_longs_aligned","8000f360","Function","Global"
"__copy_longs_rev_aligned","8000f41c","Function","Global"
"__copy_longs_unaligned","8000f4c4","Function","Global"
"__copy_longs_rev_unaligned","8000f584","Function","Global"
"__stdio_atexit","8000f630","Function","Global"
"parse_format","8000f640","Function","Global"
"parse_format2","8000f640","Function","Global"
"switchD","8000f9d0","Instruction Label","switchD_8000f9d0"
"caseD_58","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_64","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_69","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_6f","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_75","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_78","8000f9d4","Instruction Label","switchD_8000f9d0"
"caseD_46","8000fa1c","Instruction Label","switchD_8000f9d0"
"caseD_66","8000fa1c","Instruction Label","switchD_8000f9d0"
"caseD_41","8000fa64","Instruction Label","switchD_8000f9d0"
"caseD_61","8000fa64","Instruction Label","switchD_8000f9d0"
"caseD_47","8000fab0","Instruction Label","switchD_8000f9d0"
"caseD_67","8000fab0","Instruction Label","switchD_8000f9d0"
"caseD_45","8000fac4","Instruction Label","switchD_8000f9d0"
"caseD_65","8000fac4","Instruction Label","switchD_8000f9d0"
"caseD_70","8000fb14","Instruction Label","switchD_8000f9d0"
"caseD_63","8000fb38","Instruction Label","switchD_8000f9d0"
"caseD_73","8000fb70","Instruction Label","switchD_8000f9d0"
"caseD_6e","8000fb9c","Instruction Label","switchD_8000f9d0"
"caseD_42","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_43","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_44","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_48","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_49","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4a","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4b","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4c","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4d","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4e","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_4f","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_50","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_51","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_52","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_53","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_54","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_55","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_56","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_57","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_59","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5a","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5b","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5c","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5d","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5e","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_5f","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_60","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_62","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_68","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_6a","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_6b","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_6c","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_6d","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_71","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_72","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_74","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_76","8000fbb4","Instruction Label","switchD_8000f9d0"
"caseD_77","8000fbb4","Instruction Label","switchD_8000f9d0"
"long2str","8000fbfc","Function","Global"
"longlong2str","8000fe34","Function","Global"
"double2hex","800100e4","Function","Global"
"round_decimal","800104b4","Function","Global"
"float2str","800105dc","Function","Global"
"__pformatter","80010d74","Function","Global"
"switchD","80010e74","Instruction Label","switchD_80010e74"
"caseD_64","80010e78","Instruction Label","switchD_80010e74"
"caseD_69","80010e78","Instruction Label","switchD_80010e74"
"caseD_58","80010fd4","Instruction Label","switchD_80010e74"
"caseD_6f","80010fd4","Instruction Label","switchD_80010e74"
"caseD_75","80010fd4","Instruction Label","switchD_80010e74"
"caseD_78","80010fd4","Instruction Label","switchD_80010e74"
"caseD_45","80011130","Instruction Label","switchD_80010e74"
"caseD_46","80011130","Instruction Label","switchD_80010e74"
"caseD_47","80011130","Instruction Label","switchD_80010e74"
"caseD_65","80011130","Instruction Label","switchD_80010e74"
"caseD_66","80011130","Instruction Label","switchD_80010e74"
"caseD_67","80011130","Instruction Label","switchD_80010e74"
"caseD_41","800111a0","Instruction Label","switchD_80010e74"
"caseD_61","800111a0","Instruction Label","switchD_80010e74"
"caseD_73","80011210","Instruction Label","switchD_80010e74"
"caseD_6e","80011334","Instruction Label","switchD_80010e74"
"caseD_63","800113ec","Instruction Label","switchD_80010e74"
"caseD_25","8001140c","Instruction Label","switchD_80010e74"
"caseD_26","8001141c","Instruction Label","switchD_80010e74"
"caseD_27","8001141c","Instruction Label","switchD_80010e74"
"caseD_28","8001141c","Instruction Label","switchD_80010e74"
"caseD_29","8001141c","Instruction Label","switchD_80010e74"
"caseD_2a","8001141c","Instruction Label","switchD_80010e74"
"caseD_2b","8001141c","Instruction Label","switchD_80010e74"
"caseD_2c","8001141c","Instruction Label","switchD_80010e74"
"caseD_2d","8001141c","Instruction Label","switchD_80010e74"
"caseD_2e","8001141c","Instruction Label","switchD_80010e74"
"caseD_2f","8001141c","Instruction Label","switchD_80010e74"
"caseD_30","8001141c","Instruction Label","switchD_80010e74"
"caseD_31","8001141c","Instruction Label","switchD_80010e74"
"caseD_32","8001141c","Instruction Label","switchD_80010e74"
"caseD_33","8001141c","Instruction Label","switchD_80010e74"
"caseD_34","8001141c","Instruction Label","switchD_80010e74"
"caseD_35","8001141c","Instruction Label","switchD_80010e74"
"caseD_36","8001141c","Instruction Label","switchD_80010e74"
"caseD_37","8001141c","Instruction Label","switchD_80010e74"
"caseD_38","8001141c","Instruction Label","switchD_80010e74"
"caseD_39","8001141c","Instruction Label","switchD_80010e74"
"caseD_3a","8001141c","Instruction Label","switchD_80010e74"
"caseD_3b","8001141c","Instruction Label","switchD_80010e74"
"caseD_3c","8001141c","Instruction Label","switchD_80010e74"
"caseD_3d","8001141c","Instruction Label","switchD_80010e74"
"caseD_3e","8001141c","Instruction Label","switchD_80010e74"
"caseD_3f","8001141c","Instruction Label","switchD_80010e74"
"caseD_40","8001141c","Instruction Label","switchD_80010e74"
"caseD_42","8001141c","Instruction Label","switchD_80010e74"
"caseD_43","8001141c","Instruction Label","switchD_80010e74"
"caseD_44","8001141c","Instruction Label","switchD_80010e74"
"caseD_48","8001141c","Instruction Label","switchD_80010e74"
"caseD_49","8001141c","Instruction Label","switchD_80010e74"
"caseD_4a","8001141c","Instruction Label","switchD_80010e74"
"caseD_4b","8001141c","Instruction Label","switchD_80010e74"
"caseD_4c","8001141c","Instruction Label","switchD_80010e74"
"caseD_4d","8001141c","Instruction Label","switchD_80010e74"
"caseD_4e","8001141c","Instruction Label","switchD_80010e74"
"caseD_4f","8001141c","Instruction Label","switchD_80010e74"
"caseD_50","8001141c","Instruction Label","switchD_80010e74"
"caseD_51","8001141c","Instruction Label","switchD_80010e74"
"caseD_52","8001141c","Instruction Label","switchD_80010e74"
"caseD_53","8001141c","Instruction Label","switchD_80010e74"
"caseD_54","8001141c","Instruction Label","switchD_80010e74"
"caseD_55","8001141c","Instruction Label","switchD_80010e74"
"caseD_56","8001141c","Instruction Label","switchD_80010e74"
"caseD_57","8001141c","Instruction Label","switchD_80010e74"
"caseD_59","8001141c","Instruction Label","switchD_80010e74"
"caseD_5a","8001141c","Instruction Label","switchD_80010e74"
"caseD_5b","8001141c","Instruction Label","switchD_80010e74"
"caseD_5c","8001141c","Instruction Label","switchD_80010e74"
"caseD_5d","8001141c","Instruction Label","switchD_80010e74"
"caseD_5e","8001141c","Instruction Label","switchD_80010e74"
"caseD_5f","8001141c","Instruction Label","switchD_80010e74"
"caseD_60","8001141c","Instruction Label","switchD_80010e74"
"caseD_62","8001141c","Instruction Label","switchD_80010e74"
"caseD_68","8001141c","Instruction Label","switchD_80010e74"
"caseD_6a","8001141c","Instruction Label","switchD_80010e74"
"caseD_6b","8001141c","Instruction Label","switchD_80010e74"
"caseD_6c","8001141c","Instruction Label","switchD_80010e74"
"caseD_6d","8001141c","Instruction Label","switchD_80010e74"
"caseD_70","8001141c","Instruction Label","switchD_80010e74"
"caseD_71","8001141c","Instruction Label","switchD_80010e74"
"caseD_72","8001141c","Instruction Label","switchD_80010e74"
"caseD_74","8001141c","Instruction Label","switchD_80010e74"
"caseD_76","8001141c","Instruction Label","switchD_80010e74"
"caseD_77","8001141c","Instruction Label","switchD_80010e74"
"__FileWrite","80011620","Function","Global"
"__StringWrite","80011678","Function","Global"
"printf","800116e4","Function","Global"
"vprintf","800117b0","Function","Global"
"vsnprintf","8001182c","Function","Global"
"vsprintf","800118b4","Function","Global"
"snprintf","80011938","Function","Global"
"sprintf","80011a2c","Function","Global"
"qsort","80011b00","Function","Global"
"rand","80011c70","Function","Global"
"srand","80011c90","Function","Global"
"parse_format","80011c98","Function","Global"
"switchD","80011f6c","Instruction Label","switchD_80011f6c"
"caseD_58","80011f70","Instruction Label","switchD_80011f6c"
"caseD_64","80011f70","Instruction Label","switchD_80011f6c"
"caseD_69","80011f70","Instruction Label","switchD_80011f6c"
"caseD_6f","80011f70","Instruction Label","switchD_80011f6c"
"caseD_75","80011f70","Instruction Label","switchD_80011f6c"
"caseD_78","80011f70","Instruction Label","switchD_80011f6c"
"caseD_41","80011f88","Instruction Label","switchD_80011f6c"
"caseD_45","80011f88","Instruction Label","switchD_80011f6c"
"caseD_46","80011f88","Instruction Label","switchD_80011f6c"
"caseD_47","80011f88","Instruction Label","switchD_80011f6c"
"caseD_61","80011f88","Instruction Label","switchD_80011f6c"
"caseD_65","80011f88","Instruction Label","switchD_80011f6c"
"caseD_66","80011f88","Instruction Label","switchD_80011f6c"
"caseD_67","80011f88","Instruction Label","switchD_80011f6c"
"caseD_70","80011fd0","Instruction Label","switchD_80011f6c"
"caseD_63","80011fe4","Instruction Label","switchD_80011f6c"
"caseD_73","80012010","Instruction Label","switchD_80011f6c"
"caseD_5b","800120c8","Instruction Label","switchD_80011f6c"
"caseD_42","800122b4","Instruction Label","switchD_80011f6c"
"caseD_43","800122b4","Instruction Label","switchD_80011f6c"
"caseD_44","800122b4","Instruction Label","switchD_80011f6c"
"caseD_48","800122b4","Instruction Label","switchD_80011f6c"
"caseD_49","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4a","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4b","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4c","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4d","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4e","800122b4","Instruction Label","switchD_80011f6c"
"caseD_4f","800122b4","Instruction Label","switchD_80011f6c"
"caseD_50","800122b4","Instruction Label","switchD_80011f6c"
"caseD_51","800122b4","Instruction Label","switchD_80011f6c"
"caseD_52","800122b4","Instruction Label","switchD_80011f6c"
"caseD_53","800122b4","Instruction Label","switchD_80011f6c"
"caseD_54","800122b4","Instruction Label","switchD_80011f6c"
"caseD_55","800122b4","Instruction Label","switchD_80011f6c"
"caseD_56","800122b4","Instruction Label","switchD_80011f6c"
"caseD_57","800122b4","Instruction Label","switchD_80011f6c"
"caseD_59","800122b4","Instruction Label","switchD_80011f6c"
"caseD_5a","800122b4","Instruction Label","switchD_80011f6c"
"caseD_5c","800122b4","Instruction Label","switchD_80011f6c"
"caseD_5d","800122b4","Instruction Label","switchD_80011f6c"
"caseD_5e","800122b4","Instruction Label","switchD_80011f6c"
"caseD_5f","800122b4","Instruction Label","switchD_80011f6c"
"caseD_60","800122b4","Instruction Label","switchD_80011f6c"
"caseD_62","800122b4","Instruction Label","switchD_80011f6c"
"caseD_68","800122b4","Instruction Label","switchD_80011f6c"
"caseD_6a","800122b4","Instruction Label","switchD_80011f6c"
"caseD_6b","800122b4","Instruction Label","switchD_80011f6c"
"caseD_6c","800122b4","Instruction Label","switchD_80011f6c"
"caseD_6d","800122b4","Instruction Label","switchD_80011f6c"
"caseD_71","800122b4","Instruction Label","switchD_80011f6c"
"caseD_72","800122b4","Instruction Label","switchD_80011f6c"
"caseD_74","800122b4","Instruction Label","switchD_80011f6c"
"caseD_76","800122b4","Instruction Label","switchD_80011f6c"
"caseD_77","800122b4","Instruction Label","switchD_80011f6c"
"caseD_6e","800122bc","Instruction Label","switchD_80011f6c"
"__sformatter","80012320","Function","Global"
"switchD","800125a4","Instruction Label","switchD_800125a4"
"caseD_64","800125a8","Instruction Label","switchD_800125a4"
"caseD_69","800125b0","Instruction Label","switchD_800125a4"
"switchD","800126f0","Instruction Label","switchD_800126f0"
"caseD_0","800126f4","Instruction Label","switchD_800126f0"
"caseD_1","800126fc","Instruction Label","switchD_800126f0"
"caseD_2","80012704","Instruction Label","switchD_800126f0"
